appid,name,developer,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
3380,Dynomite Deluxe,"PopCap Games, Inc.",Electronic Arts,334,17,"100,000 .. 200,000",0,0,0,0,499,499,0,0
3380,Dynomite Deluxe,"PopCap Games, Inc.",Electronic Arts,334,17,"100,000 .. 200,000",0,0,0,0,499,499,0,0
9980,The UnderGarden,Artech Studios,Atari,60,31,"20,000 .. 50,000",0,0,0,0,699,699,0,0
9980,The UnderGarden,Artech Studios,Atari,60,31,"20,000 .. 50,000",0,0,0,0,699,699,0,0
12420,Perimeter 2: New Earth,KDV Games,Strategy First,16,55,"0 .. 20,000",0,0,0,0,599,599,0,0
12420,Perimeter 2: New Earth,KDV Games,Strategy First,16,55,"0 .. 20,000",0,0,0,0,599,599,0,0
12570,Hot Dish,Zemnott,Ziggurat,14,18,"0 .. 20,000",0,0,0,0,999,999,0,0
12570,Hot Dish,Zemnott,Ziggurat,14,18,"0 .. 20,000",0,0,0,0,999,999,0,0
15160,Petz Horsez 2,Ubisoft,,157,52,"0 .. 20,000",0,0,0,0,999,999,0,1
15160,Petz Horsez 2,Ubisoft,,157,52,"0 .. 20,000",0,0,0,0,999,999,0,1
16300,Everyday Shooter,Queasy Games,,110,6,"20,000 .. 50,000",0,0,0,0,999,999,0,0
16300,Everyday Shooter,Queasy Games,,110,6,"20,000 .. 50,000",0,0,0,0,999,999,0,0
17180,Mosby's Confederacy,"Tilted Mill Entertainment, Inc.",,25,14,"20,000 .. 50,000",0,0,0,0,999,999,0,0
17180,Mosby's Confederacy,"Tilted Mill Entertainment, Inc.",,25,14,"20,000 .. 50,000",0,0,0,0,999,999,0,0
19030,Rocket Knight,Climax Studios,KONAMI,124,43,"0 .. 20,000",0,0,0,0,1499,1499,0,0
19030,Rocket Knight,Climax Studios,KONAMI,124,43,"0 .. 20,000",0,0,0,0,1499,1499,0,0
21030,Watchmen: The End is Nigh Part 2,Deadline Games,Warner Bros. Games,236,101,"20,000 .. 50,000",0,0,0,0,499,499,0,0
21030,Watchmen: The End is Nigh Part 2,Deadline Games,Warner Bros. Games,236,101,"20,000 .. 50,000",0,0,0,0,499,499,0,0
23700,Puzzle Kingdoms,Infinite Interactive,Strategy First,178,137,"50,000 .. 100,000",0,0,0,0,1499,1499,0,2
23700,Puzzle Kingdoms,Infinite Interactive,Strategy First,178,137,"50,000 .. 100,000",0,0,0,0,1499,1499,0,2
31820,Nancy Drew: The Haunted Carousel,HeR Interactive,HeR Interactive,206,15,"20,000 .. 50,000",0,0,0,0,999,999,0,6
31820,Nancy Drew: The Haunted Carousel,HeR Interactive,HeR Interactive,206,15,"20,000 .. 50,000",0,0,0,0,999,999,0,6
31840,Nancy Drew: Danger on Deception Island,HeR Interactive,HeR Interactive,240,18,"20,000 .. 50,000",0,0,0,0,999,999,0,6
31840,Nancy Drew: Danger on Deception Island,HeR Interactive,HeR Interactive,240,18,"20,000 .. 50,000",0,0,0,0,999,999,0,6
31980,Nancy Drew: Ransom of the Seven Ships,HeR Interactive,HeR Interactive,42,24,"50,000 .. 100,000",0,0,0,0,0,0,0,0
31980,Nancy Drew: Ransom of the Seven Ships,HeR Interactive,HeR Interactive,42,24,"50,000 .. 100,000",0,0,0,0,0,0,0,0
32630,Delta Force 2,NovaLogic,NovaLogic,428,68,"50,000 .. 100,000",0,0,0,0,499,499,0,4
32630,Delta Force 2,NovaLogic,NovaLogic,428,68,"50,000 .. 100,000",0,0,0,0,499,499,0,4
37700,Darkest of Days,8monkey Labs,Stardock Entertainment,248,76,"20,000 .. 50,000",0,0,0,0,0,0,0,0
37700,Darkest of Days,8monkey Labs,Stardock Entertainment,248,76,"20,000 .. 50,000",0,0,0,0,0,0,0,0
40320,Rush for Berlin Gold,Stormregion,THQ Nordic,152,22,"0 .. 20,000",0,0,0,0,499,499,0,0
40320,Rush for Berlin Gold,Stormregion,THQ Nordic,152,22,"0 .. 20,000",0,0,0,0,499,499,0,0
40500,Sacraboar,Makivision Games,Makivision Games,17,50,"20,000 .. 50,000",0,0,0,0,299,299,0,0
40500,Sacraboar,Makivision Games,Makivision Games,17,50,"20,000 .. 50,000",0,0,0,0,299,299,0,0
46380,Reign: Conflict of Nations,Lesta Studio,Fulqrum Publishing,53,63,"20,000 .. 50,000",0,0,0,0,399,399,0,0
46380,Reign: Conflict of Nations,Lesta Studio,Fulqrum Publishing,53,63,"20,000 .. 50,000",0,0,0,0,399,399,0,0
46760,Ironclads: Schleswig War 1864,Totem Games,Strategy First,10,20,"0 .. 20,000",0,0,0,0,999,999,0,0
46760,Ironclads: Schleswig War 1864,Totem Games,Strategy First,10,20,"0 .. 20,000",0,0,0,0,999,999,0,0
50970,Mystery Case Files: Madame Fate,Big Fish Games,BFG Entertainment,71,20,"20,000 .. 50,000",0,0,0,0,999,999,0,3
50970,Mystery Case Files: Madame Fate,Big Fish Games,BFG Entertainment,71,20,"20,000 .. 50,000",0,0,0,0,999,999,0,3
51010,My Tribe,Big Fish Games,BFG Entertainment,112,20,"20,000 .. 50,000",0,0,0,0,999,999,0,6
51010,My Tribe,Big Fish Games,BFG Entertainment,112,20,"20,000 .. 50,000",0,0,0,0,999,999,0,6
63650,URU: Complete Chronicles,"Cyan Worlds, Inc.","Cyan Worlds, Inc.",133,37,"20,000 .. 50,000",0,0,0,0,399,999,60,1
63650,URU: Complete Chronicles,"Cyan Worlds, Inc.","Cyan Worlds, Inc.",133,37,"20,000 .. 50,000",0,0,0,0,399,999,60,1
70100,Hacker Evolution,exosyphen studios,exosyphen studios,710,337,"100,000 .. 200,000",0,0,0,0,299,299,0,1
70100,Hacker Evolution,exosyphen studios,exosyphen studios,710,337,"100,000 .. 200,000",0,0,0,0,299,299,0,1
71165,Streets of Rage 2,SEGA,SEGA,23,2,"20,000 .. 50,000",0,0,0,0,0,0,0,0
71165,Streets of Rage 2,SEGA,SEGA,23,2,"20,000 .. 50,000",0,0,0,0,0,0,0,0
109200,Legend of Fae,Endlessfluff Games,,90,30,"20,000 .. 50,000",0,0,0,0,999,999,0,0
109200,Legend of Fae,Endlessfluff Games,,90,30,"20,000 .. 50,000",0,0,0,0,999,999,0,0
204960,Magical Drop V,Golgoth Studio,UTV Ignition Entertainment,225,207,"20,000 .. 50,000",0,0,0,0,0,0,0,0
204960,Magical Drop V,Golgoth Studio,UTV Ignition Entertainment,225,207,"20,000 .. 50,000",0,0,0,0,0,0,0,0
207020,Bang Bang Racing,Digital Reality Software & Playbox,HandyGames,519,113,"50,000 .. 100,000",0,0,0,0,999,999,0,0
207020,Bang Bang Racing,Digital Reality Software & Playbox,HandyGames,519,113,"50,000 .. 100,000",0,0,0,0,999,999,0,0
207670,AVSEQ,Big Robot Ltd,Big Robot Ltd,31,41,"20,000 .. 50,000",0,0,0,0,199,199,0,0
207670,AVSEQ,Big Robot Ltd,Big Robot Ltd,31,41,"20,000 .. 50,000",0,0,0,0,199,199,0,0
212110,Sugar Cube: Bittersweet Factory,Turtle Cream,Turtle Cream,143,54,"20,000 .. 50,000",0,0,0,0,699,699,0,0
212110,Sugar Cube: Bittersweet Factory,Turtle Cream,Turtle Cream,143,54,"20,000 .. 50,000",0,0,0,0,699,699,0,0
214870,Painkiller Hell & Damnation,The Farm 51,Prime Matter,3258,919,"200,000 .. 500,000",0,0,0,0,199,1999,90,4
214870,Painkiller Hell & Damnation,The Farm 51,Prime Matter,3258,919,"200,000 .. 500,000",0,0,0,0,199,1999,90,4
220900,Jack Lumber,Owlchemy Labs,Owlchemy Labs,226,135,"100,000 .. 200,000",0,0,0,0,499,499,0,0
220900,Jack Lumber,Owlchemy Labs,Owlchemy Labs,226,135,"100,000 .. 200,000",0,0,0,0,499,499,0,0
229600,Bientôt l'été,Tale of Tales,Tale of Tales,133,152,"20,000 .. 50,000",0,0,0,0,999,999,0,0
229600,Bientôt l'été,Tale of Tales,Tale of Tales,133,152,"20,000 .. 50,000",0,0,0,0,999,999,0,0
229970,Armada 2526 Gold Edition,Ntronium Games,Iceberg Interactive,73,35,"50,000 .. 100,000",0,0,0,0,1999,1999,0,1
229970,Armada 2526 Gold Edition,Ntronium Games,Iceberg Interactive,73,35,"50,000 .. 100,000",0,0,0,0,1999,1999,0,1
245010,Deathtrap Dungeon,,Square Enix,93,97,"20,000 .. 50,000",0,0,0,0,97,699,86,0
245010,Deathtrap Dungeon,,Square Enix,93,97,"20,000 .. 50,000",0,0,0,0,97,699,86,0
246800,BeatBlasters III,Chainsawesome Games,Chainsawesome Games,35,53,"0 .. 20,000",0,0,0,0,999,999,0,0
246800,BeatBlasters III,Chainsawesome Games,Chainsawesome Games,35,53,"0 .. 20,000",0,0,0,0,999,999,0,0
247870,Redshirt,The Tiniest Shark,Positech,164,228,"50,000 .. 100,000",0,0,0,0,999,999,0,0
247870,Redshirt,The Tiniest Shark,Positech,164,228,"50,000 .. 100,000",0,0,0,0,999,999,0,0
259490,Beast Boxing Turbo,,Bohemia Interactive,263,31,"0 .. 20,000",0,0,0,0,0,0,0,0
259490,Beast Boxing Turbo,,Bohemia Interactive,263,31,"0 .. 20,000",0,0,0,0,0,0,0,0
259910,Farming Giant,Actalogic,Toplitz Productions,64,188,"20,000 .. 50,000",0,0,0,0,0,0,0,0
259910,Farming Giant,Actalogic,Toplitz Productions,64,188,"20,000 .. 50,000",0,0,0,0,0,0,0,0
264220,Mr. Bree+,TawStudio Entertainment,TawStudio Entertainment,195,36,"20,000 .. 50,000",0,0,0,0,299,299,0,0
264220,Mr. Bree+,TawStudio Entertainment,TawStudio Entertainment,195,36,"20,000 .. 50,000",0,0,0,0,299,299,0,0
266290,Helicopter Simulator 2014: Search and Rescue,VipaGames,SIG Publishing,128,243,"20,000 .. 50,000",0,0,0,0,699,699,0,0
266290,Helicopter Simulator 2014: Search and Rescue,VipaGames,SIG Publishing,128,243,"20,000 .. 50,000",0,0,0,0,699,699,0,0
270170,Depression Quest,"The Quinnspiracy, Patrick Lindsey, Isaac Schankler",The Quinnspiracy,2387,1587,"200,000 .. 500,000",0,0,0,0,0,0,0,2
270170,Depression Quest,"The Quinnspiracy, Patrick Lindsey, Isaac Schankler",The Quinnspiracy,2387,1587,"200,000 .. 500,000",0,0,0,0,0,0,0,2
270490,The Forest of Doom (Standalone),Tin Man Games,Tin Man Games,238,57,"20,000 .. 50,000",0,0,0,0,499,499,0,0
270490,The Forest of Doom (Standalone),Tin Man Games,Tin Man Games,238,57,"20,000 .. 50,000",0,0,0,0,499,499,0,0
271730,Light,Just A Pixel Ltd.,Team17 Digital Ltd,198,142,"50,000 .. 100,000",0,0,0,0,0,0,0,0
271730,Light,Just A Pixel Ltd.,Team17 Digital Ltd,198,142,"50,000 .. 100,000",0,0,0,0,0,0,0,0
276750,Fritz Chess 14,ChessBase,Viva Media,85,34,"20,000 .. 50,000",0,0,0,0,3999,3999,0,1
276750,Fritz Chess 14,ChessBase,Viva Media,85,34,"20,000 .. 50,000",0,0,0,0,3999,3999,0,1
279420,Gardens Inc. – From Rakes to Riches,"World-Loom, Nitreal",MumboJumbo,84,12,"20,000 .. 50,000",0,0,0,0,999,999,0,1
279420,Gardens Inc. – From Rakes to Riches,"World-Loom, Nitreal",MumboJumbo,84,12,"20,000 .. 50,000",0,0,0,0,999,999,0,1
282620,The Battle of Sol,"Bit Planet Games, LLC","Bit Planet Games, LLC",58,43,"20,000 .. 50,000",0,0,0,0,999,999,0,0
282620,The Battle of Sol,"Bit Planet Games, LLC","Bit Planet Games, LLC",58,43,"20,000 .. 50,000",0,0,0,0,999,999,0,0
283920,Putt-Putt Joins the Parade,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",304,21,"20,000 .. 50,000",0,0,0,0,699,699,0,0
283920,Putt-Putt Joins the Parade,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",304,21,"20,000 .. 50,000",0,0,0,0,699,699,0,0
286830,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,Targem Games,ESDigital Games,76,173,"20,000 .. 50,000",0,0,0,0,499,499,0,0
286830,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,Targem Games,ESDigital Games,76,173,"20,000 .. 50,000",0,0,0,0,499,499,0,0
289820,Dracula 2: The Last Sanctuary,Microids,Microids,79,192,"20,000 .. 50,000",0,0,0,0,499,499,0,0
289820,Dracula 2: The Last Sanctuary,Microids,Microids,79,192,"20,000 .. 50,000",0,0,0,0,499,499,0,0
290380,Micron,Apparition Games,Apparition Games,176,8,"0 .. 20,000",0,0,0,0,299,299,0,0
290380,Micron,Apparition Games,Apparition Games,176,8,"0 .. 20,000",0,0,0,0,299,299,0,0
291390,Three Dead Zed,Gentleman Squid Studio,Gentleman Squid Studio,116,64,"100,000 .. 200,000",0,0,0,0,599,599,0,0
291390,Three Dead Zed,Gentleman Squid Studio,Gentleman Squid Studio,116,64,"100,000 .. 200,000",0,0,0,0,599,599,0,0
291630,Mirror Mysteries,Easy Co,Strategy First,201,58,"50,000 .. 100,000",0,0,0,0,499,499,0,1
291630,Mirror Mysteries,Easy Co,Strategy First,201,58,"50,000 .. 100,000",0,0,0,0,499,499,0,1
294540,Freddi Fish 3: The Case of the Stolen Conch Shell,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",318,13,"50,000 .. 100,000",0,0,0,0,699,699,0,17
294540,Freddi Fish 3: The Case of the Stolen Conch Shell,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",318,13,"50,000 .. 100,000",0,0,0,0,699,699,0,17
296220,Farm Frenzy 4,Alawar Entertainment,ESDigital Games,355,85,"20,000 .. 50,000",0,0,0,0,699,699,0,17
296220,Farm Frenzy 4,Alawar Entertainment,ESDigital Games,355,85,"20,000 .. 50,000",0,0,0,0,699,699,0,17
296530,Coldfire Keep,Steve Jarman,Steve Jarman,48,65,"20,000 .. 50,000",0,0,0,0,399,399,0,0
296530,Coldfire Keep,Steve Jarman,Steve Jarman,48,65,"20,000 .. 50,000",0,0,0,0,399,399,0,0
297070,Nicolas Eymerich The Inquisitor Book II : The Village,"IV Productions, Trinity Team srl","IV Productions, Trinity Team srl",23,16,"0 .. 20,000",0,0,0,0,999,999,0,0
297070,Nicolas Eymerich The Inquisitor Book II : The Village,"IV Productions, Trinity Team srl","IV Productions, Trinity Team srl",23,16,"0 .. 20,000",0,0,0,0,999,999,0,0
298020,Escape The Museum,Gogii Games,Strategy First,30,42,"20,000 .. 50,000",0,0,0,0,399,399,0,0
298020,Escape The Museum,Gogii Games,Strategy First,30,42,"20,000 .. 50,000",0,0,0,0,399,399,0,0
298140,Rhiannon: Curse of the Four Branches,Arberth Studios,Meridian4,91,56,"50,000 .. 100,000",0,0,0,0,499,499,0,0
298140,Rhiannon: Curse of the Four Branches,Arberth Studios,Meridian4,91,56,"50,000 .. 100,000",0,0,0,0,499,499,0,0
300260,Planetoid Pioneers,Data Realms,Data Realms,244,146,"20,000 .. 50,000",0,0,0,0,1999,1999,0,0
300260,Planetoid Pioneers,Data Realms,Data Realms,244,146,"20,000 .. 50,000",0,0,0,0,1999,1999,0,0
301980,Disney Pirates of the Caribbean: At Worlds End, Eurocom Entertainment Software,Disney,338,100,"20,000 .. 50,000",0,0,0,0,1999,1999,0,2
301980,Disney Pirates of the Caribbean: At Worlds End, Eurocom Entertainment Software,Disney,338,100,"20,000 .. 50,000",0,0,0,0,1999,1999,0,2
301990,School Bus Fun,"Fancy Bytes, Reactor",United Independent Entertainment,64,31,"20,000 .. 50,000",0,0,0,0,399,399,0,0
301990,School Bus Fun,"Fancy Bytes, Reactor",United Independent Entertainment,64,31,"20,000 .. 50,000",0,0,0,0,399,399,0,0
303290,OZMAFIA!!,Poni-Pachet SY,MangaGamer,546,112,"20,000 .. 50,000",0,0,0,0,3499,3499,0,2
303290,OZMAFIA!!,Poni-Pachet SY,MangaGamer,546,112,"20,000 .. 50,000",0,0,0,0,3499,3499,0,2
303590,Hidden in Plain Sight,Adam Spragg,Adam Spragg,838,7,"50,000 .. 100,000",0,0,0,0,599,599,0,2
303590,Hidden in Plain Sight,Adam Spragg,Adam Spragg,838,7,"50,000 .. 100,000",0,0,0,0,599,599,0,2
306440,Oblitus,Connor Ullmann,Connor Ullmann,68,67,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
306440,Oblitus,Connor Ullmann,Connor Ullmann,68,67,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
308440,Pushcat,Zut Games,Zut Games,82,11,"20,000 .. 50,000",0,0,0,0,499,499,0,0
308440,Pushcat,Zut Games,Zut Games,82,11,"20,000 .. 50,000",0,0,0,0,499,499,0,0
310390,Advanced Tactics Gold,VR Designs,Matrix Games,142,28,"0 .. 20,000",0,0,0,0,899,2999,70,13
310390,Advanced Tactics Gold,VR Designs,Matrix Games,142,28,"0 .. 20,000",0,0,0,0,899,2999,70,13
312210,The Fifth Day,Touz,Touz,351,586,"100,000 .. 200,000",0,0,0,0,1499,1499,0,0
312210,The Fifth Day,Touz,Touz,351,586,"100,000 .. 200,000",0,0,0,0,1499,1499,0,0
312650,Battlezone Gold Edition,Rebellion,Rebellion,341,94,"20,000 .. 50,000",0,0,0,0,3499,3499,0,1
312650,Battlezone Gold Edition,Rebellion,Rebellion,341,94,"20,000 .. 50,000",0,0,0,0,3499,3499,0,1
315320,Skilltree Saga,Silent Dreams,Silent Dreams,62,129,"50,000 .. 100,000",0,0,0,0,999,999,0,0
315320,Skilltree Saga,Silent Dreams,Silent Dreams,62,129,"50,000 .. 100,000",0,0,0,0,999,999,0,0
319080,Disney Princess: My Fairytale Adventure,High Impact Games,Disney,274,31,"20,000 .. 50,000",0,0,0,0,1999,1999,0,6
319080,Disney Princess: My Fairytale Adventure,High Impact Games,Disney,274,31,"20,000 .. 50,000",0,0,0,0,1999,1999,0,6
319170,Disney G-Force,Eurocom,Disney,720,38,"20,000 .. 50,000",0,0,0,0,1999,1999,0,8
319170,Disney G-Force,Eurocom,Disney,720,38,"20,000 .. 50,000",0,0,0,0,1999,1999,0,8
320540,Coffin Dodgers,Milky Tea Studios,Milky Tea Studios,519,234,"50,000 .. 100,000",0,0,0,0,1099,1099,0,1
320540,Coffin Dodgers,Milky Tea Studios,Milky Tea Studios,519,234,"50,000 .. 100,000",0,0,0,0,1099,1099,0,1
321940,Moorhuhn: Tiger and Chicken,Deck 13,Higgs Games GmbH,65,15,"20,000 .. 50,000",0,0,0,0,499,499,0,0
321940,Moorhuhn: Tiger and Chicken,Deck 13,Higgs Games GmbH,65,15,"20,000 .. 50,000",0,0,0,0,499,499,0,0
322910,"Warhammer 40,000: Regicide",Hammerfall Publishing,Hammerfall Publishing,1273,622,"20,000 .. 50,000",0,0,0,0,0,0,0,2
322910,"Warhammer 40,000: Regicide",Hammerfall Publishing,Hammerfall Publishing,1273,622,"20,000 .. 50,000",0,0,0,0,0,0,0,2
322930,aerofly RC 7,IPACS,IPACS,186,40,"50,000 .. 100,000",0,0,0,0,0,0,0,2
322930,aerofly RC 7,IPACS,IPACS,186,40,"50,000 .. 100,000",0,0,0,0,0,0,0,2
323670,Super Indie Karts,One Legged Seagull,One Legged Seagull,418,91,"20,000 .. 50,000",0,0,0,0,999,1999,50,0
323670,Super Indie Karts,One Legged Seagull,One Legged Seagull,418,91,"20,000 .. 50,000",0,0,0,0,999,1999,50,0
327390,Sid Meier's Covert Action (Classic),"MicroProse Software, Inc","Atari, Nightdive Studios",136,14,"20,000 .. 50,000",0,0,0,0,699,699,0,0
327390,Sid Meier's Covert Action (Classic),"MicroProse Software, Inc","Atari, Nightdive Studios",136,14,"20,000 .. 50,000",0,0,0,0,699,699,0,0
328920,F-117A Nighthawk Stealth Fighter 2.0,MicroProse Software,MicroProse Software,114,18,"0 .. 20,000",0,0,0,0,699,699,0,1
328920,F-117A Nighthawk Stealth Fighter 2.0,MicroProse Software,MicroProse Software,114,18,"0 .. 20,000",0,0,0,0,699,699,0,1
331760,Supreme League of Patriots,No Bull Intentions,Phoenix Online Publishing,69,41,"20,000 .. 50,000",0,0,0,0,599,599,0,0
331760,Supreme League of Patriots,No Bull Intentions,Phoenix Online Publishing,69,41,"20,000 .. 50,000",0,0,0,0,599,599,0,0
331970,Disney's Treasure Planet: Battle of Procyon,Barking Dog Studios,Disney,264,16,"20,000 .. 50,000",0,0,0,0,999,999,0,1
331970,Disney's Treasure Planet: Battle of Procyon,Barking Dog Studios,Disney,264,16,"20,000 .. 50,000",0,0,0,0,999,999,0,1
335430,Grimoire: Manastorm,Omniconnection,Omniconnection,692,325,"200,000 .. 500,000",0,0,0,0,0,0,0,1
335430,Grimoire: Manastorm,Omniconnection,Omniconnection,692,325,"200,000 .. 500,000",0,0,0,0,0,0,0,1
337350,Flywrench,Messhof,Messhof,326,14,"20,000 .. 50,000",0,0,0,0,699,699,0,0
337350,Flywrench,Messhof,Messhof,326,14,"20,000 .. 50,000",0,0,0,0,699,699,0,0
340800,Unhack,InvertMouse,InvertMouse,262,43,"20,000 .. 50,000",0,0,0,0,399,399,0,0
340800,Unhack,InvertMouse,InvertMouse,262,43,"20,000 .. 50,000",0,0,0,0,399,399,0,0
341640,Relativity Wars - A Science Space RTS,Fungameco Ltd,Fungameco Ltd,10,14,"20,000 .. 50,000",0,0,0,0,599,599,0,0
341640,Relativity Wars - A Science Space RTS,Fungameco Ltd,Fungameco Ltd,10,14,"20,000 .. 50,000",0,0,0,0,599,599,0,0
342300,Zombie Kill of the Week - Reborn,Still Running,"Merge Games, Tagstar Games",992,99,"50,000 .. 100,000",0,0,0,0,699,699,0,1
342300,Zombie Kill of the Week - Reborn,Still Running,"Merge Games, Tagstar Games",992,99,"50,000 .. 100,000",0,0,0,0,699,699,0,1
342450,Sword Daughter,Hanabira,Hanako Games,69,62,"20,000 .. 50,000",0,0,0,0,124,499,75,0
342450,Sword Daughter,Hanabira,Hanako Games,69,62,"20,000 .. 50,000",0,0,0,0,124,499,75,0
342990,15 Days,House of Tales,HandyGames,54,97,"20,000 .. 50,000",0,0,0,0,999,999,0,0
342990,15 Days,House of Tales,HandyGames,54,97,"20,000 .. 50,000",0,0,0,0,999,999,0,0
343800,Shadowgate: MacVenture Series,Zojoi,Zojoi,45,30,"20,000 .. 50,000",0,0,0,0,299,299,0,0
343800,Shadowgate: MacVenture Series,Zojoi,Zojoi,45,30,"20,000 .. 50,000",0,0,0,0,299,299,0,0
343990,Anti-Opoly,Webfoot,Viva Media,22,34,"20,000 .. 50,000",0,0,0,0,0,0,0,1
343990,Anti-Opoly,Webfoot,Viva Media,22,34,"20,000 .. 50,000",0,0,0,0,0,0,0,1
344480,Quell,Fallen Tree Games Ltd,Green Man Gaming Publishing,426,12,"0 .. 20,000",0,0,0,0,399,399,0,1
344480,Quell,Fallen Tree Games Ltd,Green Man Gaming Publishing,426,12,"0 .. 20,000",0,0,0,0,399,399,0,1
345480,Lumo,Triple Eh? Ltd,Triple Eh? Ltd,83,33,"20,000 .. 50,000",0,0,0,0,399,399,0,0
345480,Lumo,Triple Eh? Ltd,Triple Eh? Ltd,83,33,"20,000 .. 50,000",0,0,0,0,399,399,0,0
345820,Shantae and the Pirate's Curse,WayForward,WayForward,2653,200,"50,000 .. 100,000",0,0,0,0,1999,1999,0,5
345820,Shantae and the Pirate's Curse,WayForward,WayForward,2653,200,"50,000 .. 100,000",0,0,0,0,1999,1999,0,5
346320,Streets of Chaos,SimProse Studios,SimProse Studios,31,62,"50,000 .. 100,000",0,0,0,0,0,0,0,0
346320,Streets of Chaos,SimProse Studios,SimProse Studios,31,62,"50,000 .. 100,000",0,0,0,0,0,0,0,0
351420,Veteran Combat,CyberphobX,CyberphobX,26,25,"20,000 .. 50,000",0,0,0,0,199,199,0,0
351420,Veteran Combat,CyberphobX,CyberphobX,26,25,"20,000 .. 50,000",0,0,0,0,199,199,0,0
351450,Scribble Space,Coty Getzelman,,62,40,"50,000 .. 100,000",0,0,0,0,199,199,0,0
351450,Scribble Space,Coty Getzelman,,62,40,"50,000 .. 100,000",0,0,0,0,199,199,0,0
352140,Finders,"Alawar Entertainment, Amegami",ESDigital Games,137,38,"20,000 .. 50,000",0,0,0,0,149,599,75,0
352140,Finders,"Alawar Entertainment, Amegami",ESDigital Games,137,38,"20,000 .. 50,000",0,0,0,0,149,599,75,0
352240,The Westport Independent,Double Zero One Zero,Double Zero One Zero,235,77,"50,000 .. 100,000",0,0,0,0,0,0,0,0
352240,The Westport Independent,Double Zero One Zero,Double Zero One Zero,235,77,"50,000 .. 100,000",0,0,0,0,0,0,0,0
355980,Dungeon Warfare,Valsar,Valsar,1834,82,"100,000 .. 200,000",0,0,0,0,999,999,0,4
355980,Dungeon Warfare,Valsar,Valsar,1834,82,"100,000 .. 200,000",0,0,0,0,999,999,0,4
356390,The Slaughter: Act One,Alex Francois,Brainchild,118,21,"100,000 .. 200,000",0,0,0,0,699,699,0,1
356390,The Slaughter: Act One,Alex Francois,Brainchild,118,21,"100,000 .. 200,000",0,0,0,0,699,699,0,1
357670,Home Improvisation: Furniture Sandbox,The Stork Burnt Down,The Stork Burnt Down,154,70,"20,000 .. 50,000",0,0,0,0,999,999,0,0
357670,Home Improvisation: Furniture Sandbox,The Stork Burnt Down,The Stork Burnt Down,154,70,"20,000 .. 50,000",0,0,0,0,999,999,0,0
359940,Shadows Peak,Gua,Gua,233,94,"20,000 .. 50,000",0,0,0,0,999,999,0,0
359940,Shadows Peak,Gua,Gua,233,94,"20,000 .. 50,000",0,0,0,0,999,999,0,0
360650,12 Labours of Hercules III: Girl Power,"Jetdogs Studios, Zoom Out Games",Jetdogs Studios,955,140,"100,000 .. 200,000",0,0,0,0,299,299,0,2
360650,12 Labours of Hercules III: Girl Power,"Jetdogs Studios, Zoom Out Games",Jetdogs Studios,955,140,"100,000 .. 200,000",0,0,0,0,299,299,0,2
362150,Ashes of Immortality II - Bad Blood,Warfare Studios,Warfare Studios,23,27,"50,000 .. 100,000",0,0,0,0,999,999,0,0
362150,Ashes of Immortality II - Bad Blood,Warfare Studios,Warfare Studios,23,27,"50,000 .. 100,000",0,0,0,0,999,999,0,0
362780,18 Wheels of Steel: Extreme Trucker 2,SCS Software,Cosmi Valusoft,125,35,"0 .. 20,000",0,0,0,0,399,999,60,0
362780,18 Wheels of Steel: Extreme Trucker 2,SCS Software,Cosmi Valusoft,125,35,"0 .. 20,000",0,0,0,0,399,999,60,0
363840,Ancient Battle: Rome,HexWar Games Ltd,Hunted Cow Games,15,4,"20,000 .. 50,000",0,0,0,0,999,999,0,0
363840,Ancient Battle: Rome,HexWar Games Ltd,Hunted Cow Games,15,4,"20,000 .. 50,000",0,0,0,0,999,999,0,0
363960,Devils & Demons,HandyGames,HandyGames,44,68,"20,000 .. 50,000",0,0,0,0,999,999,0,0
363960,Devils & Demons,HandyGames,HandyGames,44,68,"20,000 .. 50,000",0,0,0,0,999,999,0,0
364630,AirMech Command,Carbon Games,Carbon Games,136,63,"20,000 .. 50,000",0,0,0,0,999,999,0,0
364630,AirMech Command,Carbon Games,Carbon Games,136,63,"20,000 .. 50,000",0,0,0,0,999,999,0,0
365770,Volume,Bithell Games,Bithell Games,538,168,"20,000 .. 50,000",0,0,0,0,499,1999,75,0
365770,Volume,Bithell Games,Bithell Games,538,168,"20,000 .. 50,000",0,0,0,0,499,1999,75,0
366040,Iggy's Egg Adventure,Ginger Labs LLC,Ginger Labs LLC,218,29,"20,000 .. 50,000",0,0,0,0,0,0,0,0
366040,Iggy's Egg Adventure,Ginger Labs LLC,Ginger Labs LLC,218,29,"20,000 .. 50,000",0,0,0,0,0,0,0,0
370660,Opaline,Warfare Studios,Aldorlea Games,50,20,"20,000 .. 50,000",0,0,0,0,999,999,0,1
